task,episode,bank,layer,mode,requested_l2_mean,delivered_l2_mean,max_relative_norm_error,zero_target_count
reach-wall,6,original,0,random,0.5746636836095708,0.5746636833375366,1.2725912220043896e-08,0
reach-wall,6,original,1,permute,0.5746636836095708,0.5746636836095708,0.0,0
reach-wall,6,original,1,random,0.5746636836095708,0.5746636838486466,1.1699868553104923e-08,0
reach-wall,6,original,2,permute,0.5746636836095708,0.5746636836095708,0.0,0
reach-wall,6,original,2,random,0.5746636836095708,0.5746636835672868,1.1901655662313455e-08,0
reach-wall,6,original,3,permute,0.5746636836095708,0.5746636836095708,0.0,0
reach-wall,6,original,3,random,0.5746636836095708,0.5746636836882323,1.3038923282660373e-08,0
reach-wall,6,original,4,permute,0.5746636836095708,0.5746636836095708,0.0,0
reach-wall,6,original,4,random,0.5746636836095708,0.5746636837085178,1.4946209935266703e-08,0
reach-wall,6,original,5,permute,0.5746636836095708,0.5746636836095708,0.0,0
reach-wall,6,original,5,random,0.5746636836095708,0.5746636836775495,1.3000572832551203e-08,0
reach-wall,6,fresh,0,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,0,random,0.5574869327419124,0.5574869328008188,1.2382484630486051e-08,0
reach-wall,6,fresh,1,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,1,random,0.5574869327419124,0.5574869325515998,1.0864917421044286e-08,0
reach-wall,6,fresh,2,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,2,random,0.5574869327419124,0.5574869330353451,1.470560796164561e-08,0
reach-wall,6,fresh,3,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,3,random,0.5574869327419124,0.5574869329719289,1.232819334588578e-08,0
reach-wall,6,fresh,4,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,4,random,0.5574869327419124,0.5574869326677233,1.2510780909442677e-08,0
reach-wall,6,fresh,5,permute,0.5574869327419124,0.5574869327419124,0.0,0
reach-wall,6,fresh,5,random,0.5574869327419124,0.5574869327204931,9.953515919509103e-09,0
reach-wall,7,original,0,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,0,random,0.5602415107185736,0.5602415106242116,1.3362678652511561e-08,0
reach-wall,7,original,1,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,1,random,0.5602415107185736,0.5602415104075147,1.0969891106810603e-08,0
reach-wall,7,original,2,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,2,random,0.5602415107185736,0.5602415109192589,1.7403832807584172e-08,0
reach-wall,7,original,3,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,3,random,0.5602415107185736,0.5602415106258228,1.269234240975679e-08,0
reach-wall,7,original,4,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,4,random,0.5602415107185736,0.560241510572142,1.2702789522566179e-08,0
reach-wall,7,original,5,permute,0.5602415107185736,0.5602415107185736,0.0,0
reach-wall,7,original,5,random,0.5602415107185736,0.5602415108411354,1.2381449037214149e-08,0
reach-wall,7,fresh,0,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,0,random,0.5534566660414598,0.553456665997616,1.2351741892180507e-08,0
reach-wall,7,fresh,1,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,1,random,0.5534566660414598,0.5534566660127485,1.5308615316715146e-08,0
reach-wall,7,fresh,2,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,2,random,0.5534566660414598,0.5534566660371799,1.5722163604998344e-08,0
reach-wall,7,fresh,3,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,3,random,0.5534566660414598,0.55345666603339,1.154622962476582e-08,0
reach-wall,7,fresh,4,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,4,random,0.5534566660414598,0.5534566661429177,1.4227497706435811e-08,0
reach-wall,7,fresh,5,permute,0.5534566660414598,0.5534566660414598,0.0,0
reach-wall,7,fresh,5,random,0.5534566660414598,0.5534566661924425,1.164465522634013e-08,0
