source_id,task,precision,modality,horizon,source_n,native_mse,metric,mean,marginal_95_low,marginal_95_high,n,percent_of_reference,percent_95_low,percent_95_high,missing_reason
S01,reach,bfloat16,visual,1,33,0.12173197127483558,output_interaction_mse,0.0,0.0,0.0,33,0.0,0.0,0.0,
S01,reach,bfloat16,visual,1,33,0.12173197127483558,additive_quadratic_cross,0.0,0.0,0.0,33,0.0,0.0,0.0,
S01,reach,bfloat16,visual,1,33,0.12173197127483558,nonadditive_mse_remainder,0.0,0.0,0.0,33,0.0,0.0,0.0,
S01,reach,bfloat16,visual,2,33,0.13744648757644679,factorial_from_arm_losses,0.0,0.0,0.0,33,0.0,0.0,0.0,
S01,reach,bfloat16,visual,3,33,0.15170718095444066,factorial_from_arm_losses,-4.252206082596864e-05,-5.459404574011226e-05,-3.0550930244528174e-05,33,-0.02802903630431211,-0.03632693928120928,-0.0199810465285029,
S01,reach,bfloat16,visual,3,33,0.15170718095444066,output_interaction_mse,0.00012124786141492848,0.00011959825334735906,0.00012291669028468967,33,0.07992229547218371,0.07742117029001962,0.08228699719318922,
S01,reach,bfloat16,visual,3,33,0.15170718095444066,additive_quadratic_cross,4.50782854868079e-06,3.0481292490453516e-07,8.637609449267473e-06,33,0.002971400905560654,0.0002029584721496377,0.005683957110903676,
S01,reach,bfloat16,visual,3,33,0.15170718095444066,nonadditive_mse_remainder,-4.703024098410314e-05,-5.908266150152834e-05,-3.5160969780830823e-05,33,-0.03100066897837014,-0.0392666477315039,-0.02304639850136563,
S01,reach,bfloat16,visual,4,33,0.16623134848972163,factorial_from_arm_losses,-2.1370411897550932e-05,-3.885328680314474e-05,-3.455394615581436e-06,33,-0.012855825385349804,-0.022997934339991036,-0.002132307966870101,
S01,reach,bfloat16,visual,5,33,0.18170994661485007,factorial_from_arm_losses,-1.9561984773838665e-05,-4.519297355654288e-05,4.577569738781509e-06,33,-0.010765500259213648,-0.024897290227722187,0.0024986261250544094,
S01,reach,bfloat16,visual,6,33,0.19808357862021883,factorial_from_arm_losses,1.1608200241816888e-05,-2.3316543436418456e-05,4.883844673520141e-05,33,0.005860253698300264,-0.011973819345010888,0.024503696628914662,
