task,episode,bank,layer,mode,modality,spearman,top10_overlap_count,centered_cost_change_rms,cost_change_mean,cost_change_rms
reach,3,original,5,permute,proprio,0.9997817753530595,10,0.001164980757471241,1.988363762696584e-05,0.0011651504299117548
reach,3,original,5,permute,official,0.9998239980444227,9,0.0019498156025035721,6.776730219523112e-05,0.0019509928987603178
reach,3,original,5,random,visual,0.9994747718835574,9,0.003539723806823465,-0.00029218355814615885,0.003551762359765044
reach,3,original,5,random,proprio,0.9995475505283392,10,0.0019405416287220547,-0.00023561107615629833,0.001954792672385175
reach,3,original,5,random,official,0.9994404382270914,9,0.003683832342788388,-0.00031574169794718423,0.0036973387117758575
reach,3,fresh,0,permute,visual,0.9986115401282236,9,0.005933409724911673,-0.00021236578623453777,0.005937208956305937
reach,3,fresh,0,permute,proprio,0.9992608806764519,10,0.002386212937703874,-0.00011595274011294047,0.0023890285100862762
reach,3,fresh,0,permute,official,0.9987897643307148,10,0.006044874220520673,-0.00022396326065063477,0.006049021729506076
reach,3,fresh,0,random,visual,0.9995333281480905,10,0.002863887556944364,0.0001746384302775065,0.002869207298218543
reach,3,fresh,0,random,proprio,0.9997079967555195,10,0.0014039815700339071,-7.033777733643849e-05,0.0014057423846194244
reach,3,fresh,0,random,official,0.9996079956443961,10,0.0029562877943905036,0.00016760746637980143,0.0029610352557929
reach,3,fresh,1,permute,visual,0.9936243736041511,9,0.014175197352653934,-0.0007573723793029785,0.01419541591175187
reach,3,fresh,1,permute,proprio,0.9952746141623796,8,0.007206998348792551,-0.00027618102729320526,0.007212288205509767
reach,3,fresh,1,permute,official,0.9940298218902296,8,0.014654714268107228,-0.0007849899927775065,0.01467572347683842
reach,3,fresh,1,random,visual,0.9994422160246225,10,0.0038216080537635724,-0.0003523445129394531,0.003837816406811188
reach,3,fresh,1,random,proprio,0.999383104256714,10,0.001955029569198803,-0.000211812158425649,0.001966470189679617
reach,3,fresh,1,random,official,0.9993337703752264,10,0.003942953007060607,-0.00037352244059244793,0.003960605689729088
reach,3,fresh,2,permute,visual,0.9976150846120513,10,0.008357182370981918,-0.00036011139551798504,0.008364937381656414
reach,3,fresh,2,permute,proprio,0.9984542050467228,9,0.003712570016607406,-2.9371182123819986e-05,0.00371268619661717
reach,3,fresh,2,permute,official,0.9976576403801927,10,0.00862816491108164,-0.0003630495071411133,0.00863579959687902
reach,3,fresh,2,random,visual,0.9995133279258659,9,0.003677305904086676,-0.00017597357432047527,0.0036815140107148646
reach,3,fresh,2,random,proprio,0.9995715507950088,10,0.0018007337080173933,-8.252459267775218e-05,0.0018026236977213795
reach,3,fresh,2,random,official,0.9994231047011634,10,0.0038089265381736517,-0.0001842228571573893,0.0038133790048069903
reach,3,fresh,3,permute,visual,0.9990697674418605,9,0.004286943514501518,0.00010119040807088216,0.004288137613837992
reach,3,fresh,3,permute,proprio,0.9990946566072957,10,0.002510349918120394,3.380469977855682e-05,0.0025105775170534347
reach,3,fresh,3,permute,official,0.999000877787531,10,0.004481541111543759,0.00010456720987955729,0.004482760872033982
reach,3,fresh,3,random,visual,0.9990799897776642,9,0.004998903454354569,5.1035086313883465e-05,0.004999163962703474
reach,3,fresh,3,random,proprio,0.9989977666418516,10,0.002783889190958266,9.16966050863266e-05,0.0027853989471741075
reach,3,fresh,3,random,official,0.9990835453727264,9,0.005202905015568511,6.020069122314453e-05,0.005203253282731075
reach,3,fresh,4,permute,visual,0.9897149968332981,8,0.018302703477841756,-0.0006007242202758789,0.018312559192713254
reach,3,fresh,4,permute,proprio,0.9853251702796698,8,0.011317424226334083,0.00012291031579176584,0.011318091626442227
reach,3,fresh,4,permute,official,0.989472771919688,8,0.01929192344577288,-0.0005884329477945963,0.01930089540854547
reach,3,fresh,4,random,visual,0.9980724230269226,10,0.0071101477226282695,1.561562220255534e-05,0.0071101648704690905
reach,3,fresh,4,random,proprio,0.9977013077923088,10,0.004436063810186295,-1.0939488808314005e-05,0.004436077298747164
reach,3,fresh,4,random,official,0.9978533094812164,10,0.0073798729913578205,1.4528433481852214e-05,0.0073798872920900396
reach,3,fresh,5,permute,visual,0.9997893309925666,10,0.0016218324829723673,-8.536338806152344e-05,0.0016240774337591345
reach,3,fresh,5,permute,proprio,0.9997995533283703,10,0.0009175148291619743,-3.860662380854289e-05,0.0009183267028318524
reach,3,fresh,5,permute,official,0.9997919976888632,10,0.0016951049162987088,-8.922656377156576e-05,0.001697451636112951
reach,3,fresh,5,random,visual,0.9994724385826509,10,0.003639650513486423,-5.4105122884114584e-05,0.0036400526403672084
reach,3,fresh,5,random,proprio,0.9994773275258614,10,0.0020129725312229047,2.8827811280886333e-05,0.00201317894240954
reach,3,fresh,5,random,official,0.9994293269925222,10,0.0037945517924759496,-5.121787389119466e-05,0.0037948974395085274
reach,4,original,0,permute,visual,0.9981502016689074,9,0.009128511665876521,0.0009152122338612874,0.00917427592058649
reach,4,original,0,permute,proprio,0.9989817664640718,10,0.0026090585028222405,3.9711594581604e-06,0.0026090615250040526
reach,4,original,0,permute,official,0.9982639807108968,9,0.00929921594290498,0.0009156020482381185,0.009344182375334718
reach,4,original,0,random,visual,0.9995062167357415,10,0.0040681887519557714,-0.00028303702672322593,0.004078022766002635
reach,4,original,0,random,proprio,0.9996075511950133,10,0.0014607012866313625,-0.00026754319667816163,0.001485000879075594
reach,4,original,0,random,official,0.9995155501727797,9,0.004179934497334589,-0.0003097983201344808,0.004191399217584256
reach,4,original,1,permute,visual,0.9915705730063668,9,0.021613837517504394,0.0019353878498077392,0.021700315628171492
reach,4,original,1,permute,proprio,0.9933368148534983,10,0.0072947715615068985,-0.0005171701560417811,0.007313081231934326
reach,4,original,1,permute,official,0.9919136879298659,9,0.022171190880922,0.0018836637338002524,0.022251065011372223
reach,4,original,1,random,visual,0.9992777697529972,10,0.005013103350419696,0.00011261542638142903,0.005014368099396798
reach,4,original,1,random,proprio,0.9994106601184458,10,0.0019445824604156163,-1.779387394587199e-05,0.0019446638700058305
reach,4,original,1,random,official,0.9992546583850932,9,0.005148107175727574,0.00011082847913106283,0.005149299995588162
reach,4,original,2,permute,visual,0.997239080434227,9,0.011680512821985496,0.0003773196538289388,0.011686605576716157
reach,4,original,2,permute,proprio,0.9982195357726197,10,0.0034040111534942323,-0.0002468135456244151,0.0034129472394716018
reach,4,original,2,permute,official,0.9973533039255992,9,0.011956732567376676,0.0003526310125986735,0.011961931379121533
reach,4,original,2,random,visual,0.9994266602962255,10,0.004503195363235712,-0.0005059313774108887,0.0045315267888556615
reach,4,original,2,random,proprio,0.9993475483060923,10,0.0017889644570358817,-0.0001431879649559657,0.0017946856610130694
reach,4,original,2,random,official,0.9994035489283214,9,0.004639207514279455,-0.0005202607313791911,0.004668288507489888
reach,4,original,3,permute,visual,0.9993173257480639,10,0.005907437490103101,-0.0005720837910970052,0.005935073509528888
reach,4,original,3,permute,proprio,0.9990982122023578,10,0.0022747709826629074,-0.00013798092802365622,0.0022789518994624346
reach,4,original,3,permute,official,0.9992959921776908,9,0.006079971241007854,-0.0005858898162841797,0.0061081353266204
reach,4,original,3,random,visual,0.9989550995011056,9,0.006875872466349972,-8.509238560994466e-05,0.006876398976760906
reach,4,original,3,random,proprio,0.9987413193479927,10,0.0027756772682680565,1.6324222087860108e-07,0.0027756772730683304
reach,4,original,3,random,official,0.9989088767652974,9,0.007065529921045776,-8.508006731669109e-05,0.007066042151236274
reach,4,original,4,permute,visual,0.9878731985910955,9,0.026261107378194908,0.002674078543980916,0.026396902408965757
reach,4,original,4,permute,proprio,0.9833944821609129,10,0.010255960993711795,0.00014674946665763856,0.010257010837008125
reach,4,original,4,permute,official,0.9876131957021744,10,0.027156364429306665,0.0026887500286102294,0.027289146299099648
reach,4,original,4,random,visual,0.997933754819498,9,0.009441425853685207,-0.00019139568010965983,0.009443365631860288
reach,4,original,4,random,proprio,0.9956239513772375,10,0.00536867466334912,0.00022433375318845112,0.0053733595890938105
reach,4,original,4,random,official,0.9979368659651774,10,0.00980537673413048,-0.00016896605491638185,0.009806832435906169
reach,4,original,5,permute,visual,0.9998359981777575,9,0.002280707435047066,0.00013946851094563803,0.0022849678049863984
reach,4,original,5,permute,proprio,0.9997751086123179,10,0.0008754384968168167,-2.4841725826263426e-05,0.0008757908843159508
reach,4,original,5,permute,official,0.9997857753975045,10,0.0023515484626924666,0.0001369814078013102,0.0023555347754755248
reach,4,original,5,random,visual,0.999468438538206,9,0.004617743587128084,3.0356645584106446e-05,0.004617843367026826
reach,4,original,5,random,proprio,0.999478216424627,10,0.0017080607848622374,-1.6516794761021933e-05,0.0017081406409582848
reach,4,original,5,random,official,0.999501327792531,9,0.004743266130260035,2.8698047002156577e-05,0.004743352944950834
reach,4,fresh,0,permute,visual,0.9985302058911766,10,0.009720493865826466,0.0010191826025644937,0.00977377788641322
reach,4,fresh,0,permute,proprio,0.9988213202368915,10,0.0027325580614726537,6.479519108931224e-05,0.002733326174481832
reach,4,fresh,0,permute,official,0.9985839842664919,10,0.009913026721982276,0.0010256616274515787,0.009965946044644297
reach,4,fresh,0,random,visual,0.9995542172690808,10,0.0037319893109505195,-0.0003561524550120036,0.003748945023371243
reach,4,fresh,0,random,proprio,0.9996666629629218,10,0.0012848660526011179,-0.00031056217849254606,0.0013218659689381575
reach,4,fresh,0,random,official,0.9996537739308214,10,0.0038201094758309583,-0.0003872140248616536,0.003839683725045989
reach,4,fresh,1,permute,visual,0.9932048133868154,9,0.022934278502098105,0.0016370856761932374,0.022992633166364317
reach,4,fresh,1,permute,proprio,0.9922661362904033,9,0.00749291372689992,-0.00016913031538327535,0.007494822291578826
reach,4,fresh,1,permute,official,0.9931892576584185,9,0.02352183211779629,0.001620166301727295,0.02357756401800334
reach,4,fresh,1,random,visual,0.9993728819209102,10,0.005149347876991094,-0.00013277053833007812,0.005151059267191667
reach,4,fresh,1,random,proprio,0.9993257702863365,10,0.0019864108620421934,-0.00016519782443841298,0.0019932682794943576
reach,4,fresh,1,random,official,0.9993697707752308,10,0.0052903250888042385,-0.00014929811159769695,0.005292431338369749
reach,4,fresh,2,permute,visual,0.9975568617429083,10,0.012565139125788393,0.001184611717859904,0.012620856792330278
reach,4,fresh,2,permute,proprio,0.9983253147257192,10,0.003576766235896571,6.485474606355031e-05,0.0035773541681439224
reach,4,fresh,2,permute,official,0.9976786408737874,10,0.012872330105097545,0.001191091537475586,0.012927319187876755
reach,4,fresh,2,random,visual,0.9995546617184635,10,0.00479353070376772,-2.8345982233683268e-05,0.004793614513357603
reach,4,fresh,2,random,proprio,0.999411993466594,10,0.0017589336448091502,8.352537949879964e-05,0.0017609156867556212
reach,4,fresh,2,random,official,0.9995795508838987,10,0.004928804782543278,-1.9998947779337564e-05,0.0049288453558956145
reach,4,fresh,3,permute,visual,0.999375104167824,10,0.005581549803611569,6.430824597676596e-05,0.005581920257464895
reach,4,fresh,3,permute,proprio,0.9991119901332237,10,0.0022089264645303737,-9.555059174696605e-05,0.0022109920943517306
reach,4,fresh,3,permute,official,0.9993902154468383,10,0.005750130474479526,5.475163459777832e-05,0.005750391135829742
reach,4,fresh,3,random,visual,0.9991306570073001,10,0.007069241154373296,0.0004819607734680176,0.007085651465168673
reach,4,fresh,3,random,proprio,0.9987919865776287,10,0.0026129415751539584,8.74922921260198e-05,0.002614405970072268
reach,4,fresh,3,random,official,0.9990968788542095,10,0.0072646032661138815,0.0004907111326853434,0.0072811577396574645
reach,4,fresh,4,permute,visual,0.9886665407393416,10,0.028698952663499117,0.0015519773960113526,0.02874088582176084
reach,4,fresh,4,permute,proprio,0.9829758108423426,8,0.010835351563711978,0.00015593339999516806,0.010836473537755244
reach,4,fresh,4,permute,official,0.9886140957121746,10,0.029669812070531022,0.0015675652027130128,0.029711193327858525
reach,4,fresh,4,random,visual,0.9981008677874199,10,0.009834803103449101,7.745186487833659e-05,0.009835108076426268
reach,4,fresh,4,random,proprio,0.9950692785475395,9,0.005400539897435011,0.00047525813182195027,0.0054214113914782605
reach,4,fresh,4,random,official,0.998152868365204,10,0.010161563807350461,0.000124969482421875,0.010162332231451184
reach,4,fresh,5,permute,visual,0.9998444427160301,10,0.0021653294210733755,0.00010938684145609538,0.002168090630681683
reach,4,fresh,5,permute,proprio,0.9998533317036856,10,0.0007986234612143428,3.5261983672777815e-05,0.000799401551346078
reach,4,fresh,5,permute,official,0.999842664918499,10,0.0022281642262609687,0.00011291543642679851,0.002231023468046133
reach,4,fresh,5,random,visual,0.9993431038122645,10,0.005664270820821767,5.802631378173828e-05,0.005664568031606999
reach,4,fresh,5,random,proprio,0.9990097667751864,10,0.00207024559619767,-1.593579848607381e-06,0.0020702462095298184
reach,4,fresh,5,random,official,0.999437327081412,10,0.005837364474617703,5.785743395487467e-05,0.0058376511965166815
reach,5,original,0,permute,visual,0.9976239735997067,10,0.007277499501538881,-0.000404288371404012,0.007288720606673792
reach,5,original,0,permute,proprio,0.9990951010566784,10,0.00290842792246425,-3.161169588565827e-05,0.002908599711112975
reach,5,original,0,permute,official,0.9980706452293915,10,0.007471221638339703,-0.00040745457013448077,0.007482323970259432
reach,5,original,0,random,visual,0.9993879931999244,10,0.0034148517611251573,-0.00046941002209981283,0.0034469636376537735
reach,5,original,0,random,proprio,0.999611995688841,10,0.0016291061977262572,-0.0003220579276482264,0.0016606349123847704
reach,5,original,0,random,official,0.9994871054122824,10,0.0035283027163820293,-0.0005016171932220459,0.003563781680597841
reach,5,original,1,permute,visual,0.991034567050745,9,0.01614226850613487,0.00024217883745829264,0.01614408508133757
reach,5,original,1,permute,proprio,0.9947554972833031,8,0.007168194095911585,-9.605263670285543e-05,0.0071688376118921315
reach,5,original,1,permute,official,0.99157590639896,9,0.016671649278727982,0.00023256619771321616,0.0166732713259645
reach,5,original,1,random,visual,0.9993137701530017,10,0.0041469672258675995,-0.00016351739565531413,0.004150189768083131
reach,5,original,1,random,proprio,0.9993102145579396,10,0.0022975532332530045,-8.334326247374217e-05,0.0022990643660043756
reach,5,original,1,random,official,0.9993613262369582,10,0.004298024906139692,-0.00017184853553771972,0.004301459056292825
reach,5,original,2,permute,visual,0.996319514661274,9,0.009611962542906959,0.00030829389890034995,0.009616905378256855
reach,5,original,2,permute,proprio,0.9982728696985522,9,0.00392287764012922,-3.5785635312398275e-06,0.003922879272363954
reach,5,original,2,permute,official,0.9967599639996,9,0.00992716467877211,0.0003079338868459066,0.00993193948018858
reach,5,original,2,random,visual,0.9991577684196491,10,0.0037709369930370856,-5.802989006042481e-05,0.0037713834694440714
reach,5,original,2,random,proprio,0.9995426615851287,10,0.0019076573859649552,-0.00014570889373620352,0.001913213993242908
reach,5,original,2,random,official,0.9993537705974511,10,0.003889565335981896,-7.260402043660481e-05,0.003890242903297366
reach,5,original,3,permute,visual,0.9989208768986322,10,0.0049136363409931745,-0.0004884616533915202,0.004937855493872089
reach,5,original,3,permute,proprio,0.9990226558072868,10,0.002589521933067252,-2.7304664254188537e-05,0.002589665883183851
reach,5,original,3,permute,official,0.9990533228146979,10,0.005108967920721161,-0.0004911998907725017,0.0051325267215722135
reach,5,original,3,random,visual,0.9985035389282103,10,0.0058207625205817255,0.00034583648045857746,0.005831027284469255
reach,5,original,3,random,proprio,0.9984982055356171,10,0.003338785563445647,0.0001543711374203364,0.0033423523881753567
reach,5,original,3,random,official,0.9987595417726863,10,0.006055652266495674,0.00036126812299092613,0.006066418962567915
reach,5,original,4,permute,visual,0.9874571939688219,9,0.01925307016807687,0.001242137352625529,0.01929309762841828
reach,5,original,4,permute,proprio,0.9873976377515306,7,0.010861412058323134,8.077919483184815e-07,0.010861412088361947
reach,5,original,4,permute,official,0.9873874154157268,9,0.020163599649391822,0.00124221404393514,0.02020182780225353
reach,5,original,4,random,visual,0.9976319736885966,10,0.00811391347168529,4.747231801350912e-05,0.00811405234435751
reach,5,original,4,random,proprio,0.99712085689841,10,0.0050399318225881765,0.0003781388948361079,0.005054097525782902
reach,5,original,4,random,official,0.9975959732885921,10,0.008399578783386033,8.527914683024089e-05,0.008400011682800976
reach,5,original,5,permute,visual,0.9998008866765187,10,0.0017313839791630182,0.0001591638724009196,0.0017386844514114754
reach,5,original,5,permute,proprio,0.9998235535950399,10,0.0009759377298521797,2.776858707269033e-05,0.0009763327030152374
reach,5,original,5,permute,official,0.9997999977777531,10,0.0018011713031924853,0.00016193588574727377,0.0018084361461043824
reach,5,original,5,random,visual,0.9993875487505417,10,0.0037491315944188056,0.00015619277954101563,0.0037523837619105596
reach,5,original,5,random,proprio,0.9993026589184324,10,0.002067839837826189,-2.223290503025055e-05,0.0020679593557338415
reach,5,original,5,random,official,0.9992426582517584,10,0.0038991313041123396,0.0001539607842763265,0.003902169761786867
reach,5,fresh,0,permute,visual,0.9975159723996934,10,0.00891607748352108,-0.00022952636082967123,0.00891903133991956
reach,5,fresh,0,permute,proprio,0.9986804297825531,10,0.0032173868597870667,-2.4031599362691245e-06,0.00321738775728201
reach,5,fresh,0,permute,official,0.9976808631207014,10,0.009145597166001116,-0.00022976279258728029,0.009148482850376075
reach,5,fresh,0,random,visual,0.9996279958666208,10,0.0029792632429834773,1.3070503870646159e-05,0.0029792919140399555
reach,5,fresh,0,random,proprio,0.9996342181579795,10,0.0015799065002247436,4.701415697733561e-06,0.0015799134953414257
reach,5,fresh,0,random,official,0.9995622173579707,10,0.0030806488244926765,1.3548533121744792e-05,0.003080678617220216
reach,5,fresh,1,permute,visual,0.9902501138901544,9,0.01766661026654727,-9.989182154337566e-05,0.017666892672059925
reach,5,fresh,1,permute,proprio,0.9929745886065401,10,0.008141768176693062,-0.0003196322421232859,0.008148039875529369
reach,5,fresh,1,permute,official,0.9902945588284314,9,0.018211408980201956,-0.0001318502426147461,0.018211886270528322
reach,5,fresh,1,random,visual,0.9991363236409715,10,0.0038740895388098364,-0.00019293626149495443,0.0038788908409125747
reach,5,fresh,1,random,proprio,0.9993644373826376,10,0.0020691242069374874,-0.00012781145672003427,0.002073067956484684
reach,5,fresh,1,random,official,0.9992404360048445,10,0.0039967263869467124,-0.0002057174841562907,0.004002017178299428
reach,5,fresh,2,permute,visual,0.9971835242613807,10,0.009315894786076378,0.0003002119064331055,0.009320730811154736
reach,5,fresh,2,permute,proprio,0.9983457593973266,10,0.0037767331396953204,-9.6635768810908e-05,0.0037779692534861305
reach,5,fresh,2,permute,official,0.9972968588539872,10,0.009606436768787507,0.0002905563513437907,0.009610829848978639
reach,5,fresh,2,random,visual,0.9993644373826376,10,0.0038597023266425984,-0.00018753767013549805,0.0038642557405029676
reach,5,fresh,2,random,proprio,0.9994768830764786,10,0.001975605819661584,-0.00019260088602701824,0.001984971903070447
reach,5,fresh,2,random,official,0.9993799931110345,10,0.004000733419461509,-0.00020679155985514324,0.004006074218336888
reach,5,fresh,3,permute,visual,0.999214213491261,10,0.004280532909041514,-0.0003070302804311117,0.004291529981077729
reach,5,fresh,3,permute,proprio,0.999357770641896,10,0.0023132112334268815,-3.139503300189972e-05,0.002313424271194003
reach,5,fresh,3,permute,official,0.999206546651252,10,0.0044488395876829305,-0.0003101638952891032,0.0044596384740106165
reach,5,fresh,3,random,visual,0.998744874943055,9,0.005242350937687037,0.00032001694043477374,0.0052521094996233085
reach,5,fresh,3,random,proprio,0.9988653207257858,9,0.003122330618203863,0.00026794150471687317,0.0031338061744982347
reach,5,fresh,3,random,official,0.9988537650418338,9,0.00546858232687256,0.00034682035446166994,0.005479569054592872
reach,5,fresh,4,permute,visual,0.9873358592873254,9,0.020635614120443395,0.0008473785718282064,0.020653005122059993
reach,5,fresh,4,permute,proprio,0.9832473694152157,9,0.011961099456903415,0.00010579342643419901,0.011961567308133657
reach,5,fresh,4,permute,official,0.9871309681218681,9,0.02162068370451926,0.0008579675356547038,0.021637700250791488
reach,5,fresh,4,random,visual,0.9981168679651996,9,0.007264355294275811,-0.0005472199122111002,0.007284937026069157
reach,5,fresh,4,random,proprio,0.9963572928588096,10,0.005533724079661115,8.054956793785095e-05,0.005534310293317156
reach,5,fresh,4,random,official,0.998009311214569,9,0.007573737416604148,-0.0005391581853230795,0.007592903924354012
reach,5,fresh,5,permute,visual,0.9998368870765231,10,0.002003736541953693,0.00015922665596008301,0.0020100530484364774
reach,5,fresh,5,permute,proprio,0.999751552795031,10,0.0011518192543972204,1.1734788616498311e-05,0.0011518790301346935
reach,5,fresh,5,permute,official,0.9998444427160301,10,0.002080418234615055,0.0001604020595550537,0.0020865926415159055
reach,5,fresh,5,random,visual,0.999311103456705,9,0.003522490216654801,0.0002532235781351725,0.003531580312969304
reach,5,fresh,5,random,proprio,0.9994675496394404,10,0.002061604234086768,0.00010002960761388142,0.0020640295396151375
reach,5,fresh,5,random,official,0.9994509938389371,9,0.003653959119725957,0.00026323755582173666,0.003663428893731048
reach,6,original,0,permute,visual,0.9987302081134235,10,0.010274400930765664,-9.572585423787435e-05,0.010274846856536984
reach,6,original,0,permute,proprio,0.9993066589628774,10,0.0019797798082795515,-0.00017642863715688388,0.001987625506296509
reach,6,original,0,permute,official,0.9987577639751553,10,0.0104366266205305,-0.00011336048444112141,0.010437242251466554
reach,6,original,0,random,visual,0.9997279969777442,10,0.0041655073160821185,-0.0002272307872772217,0.004171700496322846
reach,6,original,0,random,proprio,0.99971288569873,10,0.0010373157481285767,1.6101573904355368e-05,0.0010374407077022505
reach,6,original,0,random,official,0.999724441382682,10,0.004249242841693929,-0.00022561232248942056,0.004255228037102849
reach,6,original,1,permute,visual,0.9938061534017044,10,0.024293559372586003,-0.0004274888833363851,0.024297320299463836
reach,6,original,1,permute,proprio,0.9949319436882632,9,0.005616485870700295,-0.0006524241467316946,0.005654252453067039
reach,6,original,1,permute,official,0.9938714874609718,10,0.024792871479757617,-0.0004927257696787517,0.024797767135286274
reach,6,original,1,random,visual,0.9994351048344982,10,0.006062751181426068,-0.00010173479715983073,0.006063604691669497
reach,6,original,1,random,proprio,0.9994844387159857,10,0.0015808800255584807,-0.00012302583704392115,0.0015856598032964512
reach,6,original,1,random,official,0.9994395493283259,10,0.006196409943415237,-0.00011403878529866536,0.006197459239995663
reach,6,original,2,permute,visual,0.9978893098812209,10,0.015006337148341969,1.3619263966878256e-05,0.015006343328541406
reach,6,original,2,permute,proprio,0.9982337581528684,10,0.0031321317449359565,-0.0002791363125046094,0.003144545491576522
reach,6,original,2,permute,official,0.9979310881232014,10,0.015288386493211188,-1.4292001724243164e-05,0.015288393173486728
reach,6,original,2,random,visual,0.9995008833431482,10,0.00529059006431354,-0.00017904917399088542,0.005293618973379173
reach,6,original,2,random,proprio,0.999547994977722,10,0.0015568150811298047,-2.116762101650238e-05,0.0015569589798747744
reach,6,original,2,random,official,0.9995724396937744,10,0.005421228724996935,-0.00018115719159444174,0.0054242546784602835
reach,6,original,3,permute,visual,0.9992266580739786,10,0.006949394080527757,-0.0004757058620452881,0.00696565676398561
reach,6,original,3,permute,proprio,0.9992848809431216,10,0.0019167097506190883,-8.378782620032628e-05,0.0019185402440234773
reach,6,original,3,permute,official,0.9992564361826243,10,0.007116954756640384,-0.0004840842882792155,0.007133399092033544
reach,6,original,3,random,visual,0.9993053256147291,10,0.007180394260737692,0.0003815042972564697,0.007190522044223211
reach,6,original,3,random,proprio,0.9992159912887921,10,0.0020112856573587558,0.00027634553611278535,0.0020301814822390888
reach,6,original,3,random,official,0.9993244369381882,10,0.007352266825655305,0.00040914257367451987,0.007363642109800322
reach,6,original,4,permute,visual,0.9909212324581385,10,0.02913289015012621,0.0006994632879892985,0.029141285788217473
reach,6,original,4,permute,proprio,0.9888580984233158,9,0.008648411101501266,-9.745782862106959e-05,0.008648960203916414
reach,6,original,4,permute,official,0.9909167879643107,10,0.029920796925835474,0.0006897171338399251,0.0299287453529512
reach,6,original,4,random,visual,0.9984764275158613,10,0.011711576219786322,-0.0008767950534820557,0.01174435128551914
reach,6,original,4,random,proprio,0.9973630818120202,10,0.003520184842566368,-2.7785561978816986e-05,0.003520294499511153
reach,6,original,4,random,official,0.9985350948343871,10,0.01200698789520622,-0.0008795702457427978,0.012039161188921125
reach,6,original,5,permute,visual,0.9998333314814609,10,0.00291329762833607,0.0001609492301940918,0.0029177401745132552
reach,6,original,5,permute,proprio,0.9998337759308437,10,0.0007076427838346608,-5.180581162373225e-06,0.0007076617468356251
reach,6,original,5,permute,official,0.9998404426715852,10,0.002976670591276994,0.0001604334513346354,0.0029809908925188737
reach,6,original,5,random,visual,0.9996657740641562,10,0.004876614417598147,0.00010449846585591634,0.004877733911079238
reach,6,original,5,random,proprio,0.9995844398271092,10,0.0013447759714092014,-6.811846047639847e-05,0.001346500106920618
reach,6,original,5,random,official,0.9996862187357637,10,0.004992885196659398,9.768883387247722e-05,0.00499384077592427
reach,6,fresh,0,permute,visual,0.9987617640196003,9,0.01106114410299067,0.00028334379196166994,0.011064772594661335
reach,6,fresh,0,permute,proprio,0.9990239891554351,9,0.0023101311856870577,-0.00012507945920030276,0.0023135148510864873
reach,6,fresh,0,permute,official,0.9987782086467627,9,0.011253522851202869,0.00027083476384480795,0.011256781424183912
reach,6,fresh,0,random,visual,0.9998031089234325,10,0.004277556265462008,-0.00035801211992899577,0.004292512117887303
reach,6,fresh,0,random,proprio,0.9998013311259014,9,0.0009754832184157061,-5.6515429168939593e-05,0.0009771189810585063
reach,6,fresh,0,random,official,0.9998048867209636,10,0.004357880288395283,-0.0003636646270751953,0.0043730278490960815
reach,6,fresh,1,permute,visual,0.9932585917621307,9,0.028563452956706883,0.0005009575684865316,0.028567845618727203
reach,6,fresh,1,permute,proprio,0.9938834875943066,8,0.006228261887557048,-0.00041753228132923446,0.006242241532169969
reach,6,fresh,1,permute,official,0.9932897032189246,9,0.02911773966900197,0.00045920570691426597,0.029121360430327318
reach,6,fresh,1,random,visual,0.9994239935999288,9,0.0062935812633385015,0.0003434062004089355,0.006302943196374592
reach,6,fresh,1,random,proprio,0.9995884398715541,10,0.001503952351332753,-2.8534792363643646e-05,0.0015042230251709862
reach,6,fresh,1,random,official,0.9994564384048712,9,0.006418702984807407,0.0003405555089314779,0.00642773101971754
reach,6,fresh,2,permute,visual,0.9972724141379349,9,0.018114500402043807,0.0006256465117136637,0.018125301607787518
reach,6,fresh,2,permute,proprio,0.9978746430515895,8,0.0035881836959478336,-0.00020332416519522667,0.003593939753532075
reach,6,fresh,2,permute,official,0.9972466360737342,9,0.018442067432372134,0.0006053117911020915,0.018451998632793364
reach,6,fresh,2,random,visual,0.9996164401826687,10,0.005288149089325876,-0.0003585394223531087,0.005300289738148226
reach,6,fresh,2,random,proprio,0.9995902176690852,9,0.0014327226135220895,-0.00010836093376080196,0.0014368145946026159
reach,6,fresh,2,random,official,0.9996253291703241,10,0.005409161978776568,-0.0003693799177805583,0.005421759385688524
reach,6,fresh,3,permute,visual,0.9993755486172069,10,0.007578745689218392,-2.4873812993367513e-05,0.0075787865076421814
reach,6,fresh,3,permute,proprio,0.9993591039900444,8,0.001974199135615105,2.8834789991378783e-05,0.001974409702209061
reach,6,fresh,3,permute,official,0.9993728819209102,10,0.007747609268442198,-2.200007438659668e-05,0.007747640504032468
reach,6,fresh,3,random,visual,0.9992604362270692,10,0.008297873740706306,0.00022597114245096842,0.008300950040442592
reach,6,fresh,3,random,proprio,0.9991124345826065,10,0.002214567601154167,2.973020076751709e-05,0.0022147671536573315
reach,6,fresh,3,random,official,0.9992973255258392,10,0.008485899972125163,0.0002289434274037679,0.008488987774161606
reach,6,fresh,4,permute,visual,0.9892567695196613,8,0.034462437631520036,0.0018160549799601238,0.034510254464385604
reach,6,fresh,4,permute,proprio,0.9842598251091679,8,0.009517788771045439,-0.0001185553955535094,0.009518527116736784
reach,6,fresh,4,permute,official,0.9891554350603896,8,0.03534217819949489,0.001804198424021403,0.03538819989541843
