task,layer,horizon,head,metric,n,n_defined,mean,marginal_95_low,marginal_95_high
reach-wall,0,3,6,temporal_distance_frames,32,32,0.2225916759129018,0.22195881324924693,0.22320903899184585
reach-wall,0,3,6,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,6,visual_mass,32,32,0.9999999948777258,0.99999999278225,0.999999996740371
reach-wall,0,3,7,spatial_distance_patches,32,32,8.160199980007834,8.150786265637162,8.16967978440585
reach-wall,0,3,7,temporal_distance_frames,32,32,0.24597080137078853,0.24530853716291146,0.24662781409095727
reach-wall,0,3,7,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,7,visual_mass,32,32,0.9999999955762178,0.99999999278225,0.9999999981373549
reach-wall,0,3,8,spatial_distance_patches,32,32,7.228359276045282,7.22187879318162,7.234642218647434
reach-wall,0,3,8,temporal_distance_frames,32,32,0.0642011178100895,0.06376099934014245,0.0646494916880907
reach-wall,0,3,8,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,8,visual_mass,32,32,0.9999999946448952,0.99999999278225,0.9999999965075403
reach-wall,0,3,9,spatial_distance_patches,32,32,7.061988037227323,7.057418508605837,7.066616923977578
reach-wall,0,3,9,temporal_distance_frames,32,32,0.05041884714955184,0.04958620346757467,0.0512666150763397
reach-wall,0,3,9,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,9,visual_mass,32,32,0.9999999941792339,0.9999999913852662,0.9999999969732016
reach-wall,0,3,10,spatial_distance_patches,32,32,7.602788546965758,7.596116840178878,7.609452974332643
reach-wall,0,3,10,temporal_distance_frames,32,32,0.10308327290975493,0.1025899868633595,0.10361009869564122
reach-wall,0,3,10,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,10,visual_mass,32,32,0.9999999951105565,0.9999999932479113,0.9999999969732016
reach-wall,0,3,11,spatial_distance_patches,32,32,7.6047016632983615,7.59837117081333,7.61126030934613
reach-wall,0,3,11,temporal_distance_frames,32,32,0.21020996815827234,0.20960468067945467,0.21076250398804955
reach-wall,0,3,11,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,11,visual_mass,32,32,0.99999999278225,0.9999999904539436,0.9999999948777258
reach-wall,0,3,12,spatial_distance_patches,32,32,7.856487631076488,7.8484608830194595,7.8649555155508155
reach-wall,0,3,12,temporal_distance_frames,32,32,0.12701065189977156,0.12590681714969118,0.12810398072765794
reach-wall,0,3,12,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,12,visual_mass,32,32,0.9999999946448952,0.9999999925494194,0.9999999965075403
reach-wall,0,3,13,spatial_distance_patches,32,32,7.303751452731333,7.299016334787437,7.308678420441437
reach-wall,0,3,13,temporal_distance_frames,32,32,0.19024800463002225,0.18945549314168922,0.1910539556423299
reach-wall,0,3,13,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,13,visual_mass,32,32,0.9999999932479113,0.999999990221113,0.9999999960418791
reach-wall,0,3,14,spatial_distance_patches,32,32,6.8533041458605295,6.847175804640562,6.859219461453224
reach-wall,0,3,14,temporal_distance_frames,32,32,0.23690304116893926,0.236191056978771,0.23763282145814427
reach-wall,0,3,14,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,14,visual_mass,32,32,0.999999993480742,0.9999999913852662,0.9999999955762178
reach-wall,0,3,15,spatial_distance_patches,32,32,7.02191391110164,7.014663490063449,7.029301674019916
reach-wall,0,3,15,temporal_distance_frames,32,32,0.09494724299620409,0.09441713858601042,0.09547556946277963
reach-wall,0,3,15,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,3,15,visual_mass,32,32,0.9999999932479113,0.9999999911524355,0.9999999953433871
reach-wall,0,4,0,spatial_distance_patches,32,32,7.958144955128223,7.947346159561027,7.968211037483298
reach-wall,0,4,0,temporal_distance_frames,32,32,0.12816998439342916,0.12742728640772616,0.128894328962885
reach-wall,0,4,0,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,0,visual_mass,32,32,0.9999999962747097,0.9999999941792339,0.9999999981373549
reach-wall,0,4,1,spatial_distance_patches,32,32,7.705080529515026,7.699233732895155,7.71031863638797
reach-wall,0,4,1,temporal_distance_frames,32,32,0.23515239482246483,0.2344482323516183,0.23584839975806904
reach-wall,0,4,1,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,1,visual_mass,32,32,0.9999999932479113,0.9999999906867743,0.9999999955762178
reach-wall,0,4,2,spatial_distance_patches,32,32,7.1425744205235215,7.134111844164861,7.151116543475553
reach-wall,0,4,2,temporal_distance_frames,32,32,0.1544548317008334,0.15404537130976592,0.15486337359205135
reach-wall,0,4,2,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,2,visual_mass,32,32,0.9999999960418791,0.9999999939464033,0.9999999983701855
reach-wall,0,4,3,spatial_distance_patches,32,32,8.08339570886161,8.072236762958187,8.094170195473732
reach-wall,0,4,3,temporal_distance_frames,32,32,0.09839830291509012,0.09809277327781402,0.09872003369523538
reach-wall,0,4,3,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,3,visual_mass,32,32,0.999999993480742,0.9999999911524355,0.9999999958090484
reach-wall,0,4,4,spatial_distance_patches,32,32,8.329333109829058,8.320039523342057,8.33818376819533
reach-wall,0,4,4,temporal_distance_frames,32,32,0.060762855752536066,0.06052011256555671,0.06099992168945883
reach-wall,0,4,4,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,4,visual_mass,32,32,0.9999999941792339,0.9999999913852662,0.999999996740371
reach-wall,0,4,5,spatial_distance_patches,32,32,7.5748637196502155,7.564821290762049,7.584628183015733
reach-wall,0,4,5,temporal_distance_frames,32,32,0.13257540916051455,0.13200330344098282,0.13319045572298016
reach-wall,0,4,5,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,5,visual_mass,32,32,0.9999999932479113,0.9999999913852662,0.9999999951105565
reach-wall,0,4,6,spatial_distance_patches,32,32,7.864720273099941,7.854958212116554,7.874126249708793
reach-wall,0,4,6,temporal_distance_frames,32,32,0.22386758965504747,0.22329551271011647,0.22442444128782618
reach-wall,0,4,6,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,6,visual_mass,32,32,0.9999999951105565,0.9999999930150807,0.9999999969732016
reach-wall,0,4,7,spatial_distance_patches,32,32,8.190154190219278,8.1821103638673,8.19828227241605
reach-wall,0,4,7,temporal_distance_frames,32,32,0.24531866759087115,0.24467955648481776,0.24597741240596777
reach-wall,0,4,7,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,7,visual_mass,32,32,0.9999999948777258,0.99999999278225,0.999999996740371
reach-wall,0,4,8,spatial_distance_patches,32,32,7.253794943658692,7.247744413109543,7.2595858328569856
reach-wall,0,4,8,temporal_distance_frames,32,32,0.061648889632993246,0.06124816537851832,0.06205610828543502
reach-wall,0,4,8,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,8,visual_mass,32,32,0.9999999946448952,0.9999999920837581,0.9999999969732016
reach-wall,0,4,9,spatial_distance_patches,32,32,7.092971897434478,7.087948256314995,7.0978699078608205
reach-wall,0,4,9,temporal_distance_frames,32,32,0.05127313652062038,0.05047212399742657,0.05209179766944094
reach-wall,0,4,9,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,9,visual_mass,32,32,0.9999999925494194,0.999999990221113,0.9999999948777258
reach-wall,0,4,10,spatial_distance_patches,32,32,7.620455756640924,7.6132899921713175,7.627566041385645
reach-wall,0,4,10,temporal_distance_frames,32,32,0.10434071007168125,0.10381508854931498,0.10491765608400981
reach-wall,0,4,10,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,10,visual_mass,32,32,0.9999999946448952,0.9999999920837581,0.9999999969732016
reach-wall,0,4,11,spatial_distance_patches,32,32,7.627744855051315,7.621381150950023,7.6343254124758335
reach-wall,0,4,11,temporal_distance_frames,32,32,0.2090046097802877,0.20831223662343482,0.20961478367941508
reach-wall,0,4,11,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,11,visual_mass,32,32,0.9999999941792339,0.9999999918509275,0.9999999962747097
reach-wall,0,4,12,spatial_distance_patches,32,32,7.876220691177656,7.868429536411571,7.884437526944063
reach-wall,0,4,12,temporal_distance_frames,32,32,0.12669762932245787,0.12570529875139197,0.12767612181713472
reach-wall,0,4,12,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,12,visual_mass,32,32,0.9999999937135726,0.9999999913852662,0.9999999958090484
reach-wall,0,4,13,spatial_distance_patches,32,32,7.3031287991311995,7.298206250205002,7.308232566465973
reach-wall,0,4,13,temporal_distance_frames,32,32,0.19421949726781684,0.19291328693061147,0.19562506525251508
reach-wall,0,4,13,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,13,visual_mass,32,32,0.9999999916180968,0.9999999883584678,0.9999999944120646
reach-wall,0,4,14,spatial_distance_patches,32,32,6.8480783349143355,6.841677953549515,6.854282725756115
reach-wall,0,4,14,temporal_distance_frames,32,32,0.23985715081586634,0.2391404020350704,0.24061011979649852
reach-wall,0,4,14,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,14,visual_mass,32,32,0.9999999937135726,0.9999999911524355,0.9999999960418791
reach-wall,0,4,15,spatial_distance_patches,32,32,7.064500768989923,7.055439096377287,7.073524020334618
reach-wall,0,4,15,temporal_distance_frames,32,32,0.09427043333122964,0.09370536691171293,0.09483958955916016
reach-wall,0,4,15,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,4,15,visual_mass,32,32,0.9999999953433871,0.9999999937135726,0.9999999969732016
reach-wall,0,5,0,spatial_distance_patches,32,32,7.938480162834636,7.928654942913474,7.947351071811475
reach-wall,0,5,0,temporal_distance_frames,32,32,0.12766030207238382,0.1269371223419908,0.1283811752235428
reach-wall,0,5,0,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,0,visual_mass,32,32,0.9999999969732016,0.9999999951105565,0.9999999986030161
reach-wall,0,5,1,spatial_distance_patches,32,32,7.732796238591636,7.726558276724241,7.738597731904406
reach-wall,0,5,1,temporal_distance_frames,32,32,0.23664986169181873,0.2359643057407378,0.2372890130748115
reach-wall,0,5,1,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,1,visual_mass,32,32,0.9999999925494194,0.999999989522621,0.9999999953433871
reach-wall,0,5,2,spatial_distance_patches,32,32,7.163714501081881,7.155057290278482,7.17245386596519
reach-wall,0,5,2,temporal_distance_frames,32,32,0.1552994137100004,0.15480944685863018,0.1557784902169527
reach-wall,0,5,2,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,2,visual_mass,32,32,0.9999999944120646,0.9999999920837581,0.999999996740371
reach-wall,0,5,3,spatial_distance_patches,32,32,8.085784286817198,8.074162176257907,8.096894410156551
reach-wall,0,5,3,temporal_distance_frames,32,32,0.09906476454405874,0.0987366306218667,0.09940429081449366
reach-wall,0,5,3,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,3,visual_mass,32,32,0.999999993480742,0.9999999909196049,0.9999999958090484
reach-wall,0,5,4,spatial_distance_patches,32,32,8.302103875621167,8.292409550153783,8.31182230046749
reach-wall,0,5,4,temporal_distance_frames,32,32,0.06059993474710229,0.06035630341855037,0.06084453817234539
reach-wall,0,5,4,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,4,visual_mass,32,32,0.9999999923165888,0.9999999899882823,0.9999999946448952
reach-wall,0,5,5,spatial_distance_patches,32,32,7.578898840803249,7.569210386592109,7.588652237321122
reach-wall,0,5,5,temporal_distance_frames,32,32,0.13294788751642408,0.13238586911377684,0.1335130020064777
reach-wall,0,5,5,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,5,visual_mass,32,32,0.9999999939464033,0.9999999920837581,0.9999999955762178
reach-wall,0,5,6,spatial_distance_patches,32,32,7.890519139581945,7.881623455007269,7.899078782555802
reach-wall,0,5,6,temporal_distance_frames,32,32,0.22306031983971306,0.22244372052800704,0.22366173983058377
reach-wall,0,5,6,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,6,visual_mass,32,32,0.999999993480742,0.9999999906867743,0.9999999960418791
reach-wall,0,5,7,spatial_distance_patches,32,32,8.19083152819747,8.183885827980156,8.197943611666103
reach-wall,0,5,7,temporal_distance_frames,32,32,0.24468230598729593,0.24396069268557,0.24541500163523436
reach-wall,0,5,7,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,7,visual_mass,32,32,0.9999999941792339,0.9999999920837581,0.9999999962747097
reach-wall,0,5,8,spatial_distance_patches,32,32,7.273155148388073,7.266975632043448,7.279115146598471
reach-wall,0,5,8,temporal_distance_frames,32,32,0.061455010661851946,0.06107703043386234,0.06184336176842207
reach-wall,0,5,8,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,8,visual_mass,32,32,0.9999999939464033,0.9999999918509275,0.9999999960418791
reach-wall,0,5,9,spatial_distance_patches,32,32,7.118072376936457,7.113533627832652,7.122617570324052
reach-wall,0,5,9,temporal_distance_frames,32,32,0.051460380452479894,0.05068255901737653,0.052247566860832206
reach-wall,0,5,9,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,9,visual_mass,32,32,0.9999999951105565,0.9999999930150807,0.9999999969732016
reach-wall,0,5,10,spatial_distance_patches,32,32,7.62563711706675,7.618504240841918,7.63260433530172
reach-wall,0,5,10,temporal_distance_frames,32,32,0.10469031474537636,0.10414010023571312,0.10526850537098045
reach-wall,0,5,10,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,10,visual_mass,32,32,0.9999999932479113,0.9999999904539436,0.9999999955762178
reach-wall,0,5,11,spatial_distance_patches,32,32,7.640291329639677,7.633032568286608,7.647818271509555
reach-wall,0,5,11,temporal_distance_frames,32,32,0.20826430786208264,0.20748616466593162,0.20893788094533247
reach-wall,0,5,11,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,11,visual_mass,32,32,0.9999999953433871,0.9999999932479113,0.9999999974388629
reach-wall,0,5,12,spatial_distance_patches,32,32,7.905970038520934,7.897925732972601,7.914419178424323
reach-wall,0,5,12,temporal_distance_frames,32,32,0.12589160694010118,0.12497754816273006,0.12679940044413376
reach-wall,0,5,12,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,12,visual_mass,32,32,0.9999999965075403,0.9999999939464033,0.9999999988358468
reach-wall,0,5,13,spatial_distance_patches,32,32,7.305679050138494,7.299548699863297,7.312206137442345
reach-wall,0,5,13,temporal_distance_frames,32,32,0.19284840381406027,0.1920823444574826,0.1936367271296938
reach-wall,0,5,13,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,13,visual_mass,32,32,0.9999999958090484,0.9999999937135726,0.9999999976716936
reach-wall,0,5,14,spatial_distance_patches,32,32,6.853011620854081,6.846498353636101,6.859384569656376
reach-wall,0,5,14,temporal_distance_frames,32,32,0.24183373607553577,0.24114477585270902,0.24253207115812167
reach-wall,0,5,14,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,14,visual_mass,32,32,0.9999999932479113,0.9999999906867743,0.9999999955762178
reach-wall,0,5,15,spatial_distance_patches,32,32,7.089989206088419,7.079207814989949,7.100722909434467
reach-wall,0,5,15,temporal_distance_frames,32,32,0.0945614450002526,0.09396865469885085,0.09515086721655078
reach-wall,0,5,15,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,5,15,visual_mass,32,32,0.9999999941792339,0.9999999916180968,0.9999999965075403
reach-wall,0,6,0,spatial_distance_patches,32,32,7.915576276940876,7.905985114224801,7.92433671026538
reach-wall,0,6,0,temporal_distance_frames,32,32,0.1268070978215882,0.12605112527428688,0.12756439652780005
reach-wall,0,6,0,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,0,visual_mass,32,32,0.9999999960418791,0.9999999944120646,0.9999999976716936
reach-wall,0,6,1,spatial_distance_patches,32,32,7.763108343685117,7.756379732277094,7.769692241033138
reach-wall,0,6,1,temporal_distance_frames,32,32,0.23634468647752538,0.2355522954934229,0.23709618124828366
reach-wall,0,6,1,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,1,visual_mass,32,32,0.9999999955762178,0.999999993480742,0.9999999979045242
reach-wall,0,6,2,spatial_distance_patches,32,32,7.187357052015184,7.178465745603333,7.196340709524398
reach-wall,0,6,2,temporal_distance_frames,32,32,0.15578730842218366,0.15527805848697876,0.15627057679562334
reach-wall,0,6,2,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,2,visual_mass,32,32,0.9999999939464033,0.9999999904539436,0.9999999965075403
reach-wall,0,6,3,spatial_distance_patches,32,32,8.07935271451159,8.067264189250723,8.090719832389953
reach-wall,0,6,3,temporal_distance_frames,32,32,0.10006855690237264,0.09969606484725521,0.10044105455372357
reach-wall,0,6,3,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,3,visual_mass,32,32,0.9999999941792339,0.9999999918509275,0.9999999965075403
reach-wall,0,6,4,spatial_distance_patches,32,32,8.270210969506953,8.26080582153016,8.280022489469978
reach-wall,0,6,4,temporal_distance_frames,32,32,0.06034613476962978,0.06003923775902216,0.06065710910390665
reach-wall,0,6,4,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,4,visual_mass,32,32,0.9999999955762178,0.9999999932479113,0.9999999979045242
reach-wall,0,6,5,spatial_distance_patches,32,32,7.5682589035091485,7.558934785761165,7.57807147946384
reach-wall,0,6,5,temporal_distance_frames,32,32,0.13418989072112986,0.13358943885808755,0.1347893820311651
reach-wall,0,6,5,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,5,visual_mass,32,32,0.9999999946448952,0.99999999278225,0.9999999962747097
reach-wall,0,6,6,spatial_distance_patches,32,32,7.907819950455742,7.899026897084652,7.916385274756891
reach-wall,0,6,6,temporal_distance_frames,32,32,0.2219113711900122,0.22117640475774772,0.2226267649533951
reach-wall,0,6,6,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,6,visual_mass,32,32,0.9999999948777258,0.99999999278225,0.999999996740371
reach-wall,0,6,7,spatial_distance_patches,32,32,8.192278729221186,8.18570275516154,8.198978703182611
reach-wall,0,6,7,temporal_distance_frames,32,32,0.24515298785575393,0.24438304957130716,0.24592973272198276
reach-wall,0,6,7,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,7,visual_mass,32,32,0.9999999930150807,0.9999999909196049,0.9999999948777258
reach-wall,0,6,8,spatial_distance_patches,32,32,7.299678873892384,7.292797570776934,7.306382444120927
reach-wall,0,6,8,temporal_distance_frames,32,32,0.06146491101628918,0.06108203169469719,0.061864739767811455
reach-wall,0,6,8,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,8,visual_mass,32,32,0.9999999955762178,0.9999999932479113,0.9999999974388629
reach-wall,0,6,9,spatial_distance_patches,32,32,7.138008865400429,7.133999528367592,7.1421727301107465
reach-wall,0,6,9,temporal_distance_frames,32,32,0.051900052838707376,0.051105530190222945,0.05270016518442322
reach-wall,0,6,9,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,9,visual_mass,32,32,0.9999999923165888,0.9999999897554517,0.9999999946448952
reach-wall,0,6,10,spatial_distance_patches,32,32,7.624243514469799,7.617033680220563,7.6311864129868265
reach-wall,0,6,10,temporal_distance_frames,32,32,0.10475230191468357,0.10415107758809436,0.10535325005895477
reach-wall,0,6,10,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,10,visual_mass,32,32,0.9999999946448952,0.9999999925494194,0.999999996740371
reach-wall,0,6,11,spatial_distance_patches,32,32,7.653504798057668,7.645213321779186,7.6620933820678445
reach-wall,0,6,11,temporal_distance_frames,32,32,0.2086663982393717,0.2078005791978925,0.2094176151566272
reach-wall,0,6,11,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,11,visual_mass,32,32,0.9999999941792339,0.9999999923165888,0.9999999960418791
reach-wall,0,6,12,spatial_distance_patches,32,32,7.942804937893596,7.934137090387977,7.951627068090894
reach-wall,0,6,12,temporal_distance_frames,32,32,0.1242664648153125,0.12334503010820153,0.12519578636379203
reach-wall,0,6,12,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,12,visual_mass,32,32,0.9999999955762178,0.999999993480742,0.9999999974388629
reach-wall,0,6,13,spatial_distance_patches,32,32,7.306474232139349,7.299718220066548,7.313571464030588
reach-wall,0,6,13,temporal_distance_frames,32,32,0.19528448926913572,0.19448586811150512,0.19607199240643325
reach-wall,0,6,13,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,13,visual_mass,32,32,0.9999999960418791,0.9999999941792339,0.9999999976716936
reach-wall,0,6,14,spatial_distance_patches,32,32,6.857752682387963,6.8518583004300755,6.863557148050343
reach-wall,0,6,14,temporal_distance_frames,32,32,0.2433583425204412,0.24273755322129179,0.24397397489868541
reach-wall,0,6,14,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,14,visual_mass,32,32,0.9999999948777258,0.9999999925494194,0.9999999972060323
reach-wall,0,6,15,spatial_distance_patches,32,32,7.114117602344569,7.102880718506603,7.125470451123391
reach-wall,0,6,15,temporal_distance_frames,32,32,0.09600206820286891,0.09534182645244324,0.09665076100609113
reach-wall,0,6,15,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,0,6,15,visual_mass,32,32,0.9999999941792339,0.9999999920837581,0.9999999960418791
reach-wall,1,1,0,spatial_distance_patches,32,32,7.7436515714041825,7.736932829246186,7.750603177882185
reach-wall,1,1,0,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,0,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,0,visual_mass,32,32,0.9999999953433871,0.9999999925494194,0.9999999976716936
reach-wall,1,1,1,spatial_distance_patches,32,32,7.626852022184553,7.614548372558256,7.639135246030914
reach-wall,1,1,1,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,1,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,1,visual_mass,32,32,0.9999999939464033,0.9999999897554517,0.9999999981373549
reach-wall,1,1,2,spatial_distance_patches,32,32,6.872352849782669,6.860860475830346,6.8836821692120465
reach-wall,1,1,2,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,2,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,2,visual_mass,32,32,0.999999993480742,0.9999999897554517,0.999999996740371
reach-wall,1,1,3,spatial_distance_patches,32,32,7.037666216651861,7.028534240677638,7.0464460523036
reach-wall,1,1,3,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,3,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,3,visual_mass,32,32,0.9999999962747097,0.9999999939464033,0.9999999986030161
reach-wall,1,1,4,spatial_distance_patches,32,32,7.679205826704966,7.668732944879005,7.689464911077636
reach-wall,1,1,4,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,4,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,4,visual_mass,32,32,0.9999999976716936,0.9999999958090484,0.9999999995343387
reach-wall,1,1,5,spatial_distance_patches,32,32,6.921044209964345,6.9120909547355565,6.929928495598648
reach-wall,1,1,5,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,5,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,5,visual_mass,32,32,0.9999999948777258,0.9999999911524355,0.9999999976716936
reach-wall,1,1,6,spatial_distance_patches,32,32,8.080058887865384,8.068695798675487,8.091454041660045
reach-wall,1,1,6,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,6,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,6,visual_mass,32,32,0.9999999972060323,0.9999999944120646,0.9999999995343387
reach-wall,1,1,7,spatial_distance_patches,32,32,7.910091816903469,7.901225333607861,7.919062156391123
reach-wall,1,1,7,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,7,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,7,visual_mass,32,32,0.9999999944120646,0.9999999916180968,0.9999999972060323
reach-wall,1,1,8,spatial_distance_patches,32,32,7.203974159871902,7.1959927883726875,7.212056681870459
reach-wall,1,1,8,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,8,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,8,visual_mass,32,32,0.9999999981373549,0.9999999948777258,1.0000000013969839
reach-wall,1,1,9,spatial_distance_patches,32,32,8.390998451697232,8.383659601936765,8.398039913345434
reach-wall,1,1,9,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,9,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,9,visual_mass,32,32,0.999999993480742,0.9999999897554517,0.999999996740371
reach-wall,1,1,10,spatial_distance_patches,32,32,7.55905993310563,7.548957878762798,7.569859641808027
reach-wall,1,1,10,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,10,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,10,visual_mass,32,32,0.9999999920837581,0.9999999883584678,0.9999999958090484
reach-wall,1,1,11,spatial_distance_patches,32,32,7.4373038134986915,7.427193753289208,7.447118845365965
reach-wall,1,1,11,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,11,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,11,visual_mass,32,32,0.9999999972060323,0.999999993480742,1.0000000009313226
reach-wall,1,1,12,spatial_distance_patches,32,32,7.615590380066157,7.60527223797351,7.625851218016242
reach-wall,1,1,12,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,12,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,12,visual_mass,32,32,0.9999999939464033,0.9999999916180968,0.9999999962747097
reach-wall,1,1,13,spatial_distance_patches,32,32,8.251212910797992,8.237508674593709,8.263905526280166
reach-wall,1,1,13,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,13,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,13,visual_mass,32,32,0.9999999958090484,0.9999999911524355,1.0000000004656613
reach-wall,1,1,14,spatial_distance_patches,32,32,6.157170702586621,6.148290250466214,6.166096490877523
reach-wall,1,1,14,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,14,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,14,visual_mass,32,32,0.9999999944120646,0.999999990221113,0.9999999976716936
reach-wall,1,1,15,spatial_distance_patches,32,32,7.526488516927529,7.517899504451082,7.535057111429312
reach-wall,1,1,15,temporal_distance_frames,32,32,0.0,0.0,0.0
reach-wall,1,1,15,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,1,15,visual_mass,32,32,0.9999999930150807,0.9999999892897904,0.9999999962747097
reach-wall,1,2,0,spatial_distance_patches,32,32,7.742348923259183,7.735719027331352,7.749195928442816
reach-wall,1,2,0,temporal_distance_frames,32,32,0.1772187001824784,0.17675343139163494,0.17770051221098399
reach-wall,1,2,0,conditioning_mass,32,32,0.0,0.0,0.0
reach-wall,1,2,0,visual_mass,32,32,0.9999999960418791,0.9999999941792339,0.9999999979045242
reach-wall,1,2,1,spatial_distance_patches,32,32,7.779726090557999,7.769297443709812,7.789843678393152
reach-wall,1,2,1,temporal_distance_frames,32,32,0.20672955898665143,0.2061041277919896,0.20739255714342558
reach-wall,1,2,1,conditioning_mass,32,32,0.0,0.0,0.0
