task,model_arm,plan_arm,metric,n,mean,scenario_sd,scenario_se,marginal_95_low,marginal_95_high,bonferroni_family,bonferroni_95_low,bonferroni_95_high,inference_scope
reach-wall,fixed_rank4,fixed_rank4,actual_endpoint_mse_proprio,28,0.07736465062147804,0.025632005678989055,0.004843993759314309,0.06786717485769518,0.08641034219680087,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,actual_endpoint_mse_weighted,28,1.2961164578196722,0.1771208512035778,0.033472694592053015,1.233822866859347,1.3626608707004093,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_goal_cost_visual,28,1.7784035759312766,0.20539507028769804,0.038816019749991486,1.7030728630721568,1.8546781960342609,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_goal_cost_proprio,28,0.03632430170130517,0.033687861288883854,0.0063664073694304655,0.02539358696916939,0.04989512516019332,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_goal_cost_weighted,28,1.782036006101407,0.20694633198188928,0.03910918065436368,1.7060172897322834,1.8586364455396374,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,actual_goal_cost_visual,28,2.292598239013127,0.16863752759769932,0.03186949712402171,2.232526100746223,2.3556227681892254,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,actual_goal_cost_proprio,28,0.17345771193504333,0.030431363151852745,0.005750987068321219,0.16263616187497973,0.1848370356086109,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,actual_goal_cost_weighted,28,2.3099440102066313,0.17080637108142857,0.03227937001620533,2.2488917214968906,2.3737910010213294,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_minus_actual_goal_cost_visual,28,-0.5141946630818504,0.1554805321516398,0.02938305869894437,-0.571337813777583,-0.4584229810961655,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_minus_actual_goal_cost_proprio,28,-0.13713341023373818,0.037186003323088856,0.007027494074665326,-0.14986553346638434,-0.12288402202040226,,,,descriptive_only
reach-wall,fixed_rank4,fixed_rank4,predicted_minus_actual_goal_cost_weighted,28,-0.5279080041052241,0.15708945203240257,0.029687115976367657,-0.5855810680760104,-0.4714882605222686,,,,descriptive_only
