task,episode,arm,iteration,proposal_mean_delta_l2,proposal_mean_delta_rms,proposal_std_delta_l2,proposal_std_delta_rms,native_proposal_entropy_nats,arm_proposal_entropy_nats,proposal_entropy_delta_nats,native_best_runnerup_margin,arm_best_runnerup_margin,best_runnerup_margin_delta,native_elite_boundary_margin,arm_elite_boundary_margin,elite_boundary_margin_delta,same_candidate_actions_verified,shared_population_elite_overlap_count,shared_population_cost_delta_mean,shared_population_cost_delta_rms,cohort,native_comparator
reach-wall,13,matched_random_fixed_rank4,8,1.1504171291757244e-06,1.0501823536497981e-07,9.562320236643818e-07,8.729164159496597e-08,103.52809865240489,103.52809888704917,2.3464427556518785e-07,0.004994869232177734,0.004994451999664307,-4.172325134277344e-07,0.0006955862045288086,0.0007551908493041992,5.9604644775390625e-05,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,9,1.199051741175156e-06,1.0945794770957982e-07,8.2577174916848e-07,7.53823023950124e-08,93.03288957299037,93.03288874760386,-8.253865075857902e-07,0.010529279708862305,0.010576009750366211,4.673004150390625e-05,0.00029671192169189453,0.0002541542053222656,-4.2557716369628906e-05,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,10,1.2507214884604987e-06,1.1417472873104209e-07,7.359122171918002e-07,6.717928694993169e-08,82.66423586427354,82.66423494263941,-9.216341254614235e-07,0.012620806694030762,0.012646496295928955,2.568960189819336e-05,0.004997074604034424,0.005117535591125488,0.00012046098709106445,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,11,1.5040083938453552e-06,1.3729655399770251e-07,7.742512009331036e-07,7.067914132108763e-08,66.96341519207931,66.9634140380335,-1.1540458046965796e-06,3.3736228942871094e-05,2.586841583251953e-05,-7.867813110351562e-06,0.0005554556846618652,0.0005524158477783203,-3.039836883544922e-06,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,12,2.3758502983599275e-06,2.1688446694451857e-07,8.034890719975777e-07,7.334818157366096e-08,57.520124026416724,57.520123377142184,-6.492745399100386e-07,0.017023861408233643,0.017018675804138184,-5.185604095458984e-06,0.0004622936248779297,0.0004181861877441406,-4.410743713378906e-05,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,13,3.1957367935344944e-06,2.917295216113454e-07,8.572135011979033e-07,7.825252853401223e-08,49.39139814045906,49.39139813140456,-9.054502925209817e-09,0.006547391414642334,0.006493806838989258,-5.358457565307617e-05,0.0003567337989807129,0.0003362298011779785,-2.0503997802734375e-05,,,,,extension56,same_receiving_gpu
reach-wall,13,matched_random_fixed_rank4,14,3.468609874995607e-06,3.166393119533781e-07,9.355226817666255e-07,8.540114597688461e-08,38.55007426755692,38.550074717194946,4.4963802281472454e-07,0.007336974143981934,0.007286250591278076,-5.072355270385742e-05,0.0007347464561462402,0.0007105469703674316,-2.4199485778808594e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.003446340560913086,0.004980564117431641,0.0015342235565185547,0.0011985301971435547,0.0007593631744384766,-0.0004391670227050781,True,10.0,0.00014141480127970377,0.0004196555896730399,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,1,0.0,0.0,0.0,0.0,161.57769984595672,161.57769984595672,0.0,0.01817774772644043,0.018290281295776367,0.0001125335693359375,0.010559797286987305,0.010944843292236328,0.00038504600524902344,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,2,0.0,0.0,0.0,0.0,153.94284685160736,153.94284685160736,0.0,0.12157678604125977,0.12146389484405518,-0.00011289119720458984,0.0007894039154052734,0.0010657310485839844,0.00027632713317871094,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,3,0.0,0.0,0.0,0.0,146.08459846983766,146.08459846983766,0.0,0.020494937896728516,0.018891096115112305,-0.001603841781616211,0.01765000820159912,0.01634800434112549,-0.0013020038604736328,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,4,0.0,0.0,0.0,0.0,137.90372214222222,137.90372214222222,0.0,0.00029277801513671875,0.00015413761138916016,-0.0001386404037475586,0.004298210144042969,0.00321805477142334,-0.001080155372619629,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,5,0.0,0.0,0.0,0.0,129.21729303139574,129.21729303139574,0.0,0.004040241241455078,0.003636598587036133,-0.0004036426544189453,0.0002435445785522461,0.0009784698486328125,0.0007349252700805664,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,6,1.5272839244636818,0.13942130952396245,1.3105218426192518,0.11963372921763324,122.94293133655549,124.9925541183507,2.0496227817952075,0.0057305097579956055,0.0031985044479370117,-0.0025320053100585938,0.0006514787673950195,0.011911153793334961,0.011259675025939941,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,7,2.095180114357939,0.19126290177834945,1.5563031908486828,0.14207039399084853,115.22230068078684,119.3385452806126,4.116244599825762,0.006187319755554199,0.0017828941345214844,-0.004404425621032715,0.0016661882400512695,0.0016428232192993164,-2.3365020751953125e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,8,2.802787517521443,0.25585832454006674,1.9550129870858992,0.17846745220708382,105.92474740802159,109.65321175793508,3.7284643499134944,0.018629789352416992,0.008818566799163818,-0.009811222553253174,0.0004916191101074219,0.00038993358612060547,-0.0001016855239868164,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,9,4.310775098664602,0.3935181269783601,3.183632704697808,0.2906245745290288,98.69814827145497,99.3897421486354,0.6915938771804377,0.03943586349487305,0.0328444242477417,-0.006591439247131348,0.0065538883209228516,0.004698038101196289,-0.0018558502197265625,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,10,6.110213903167644,0.5577836643244343,3.698707130218408,0.33764422147096995,91.63902810412952,93.16348795975767,1.5244598556281517,0.00016880035400390625,0.008877038955688477,0.00870823860168457,0.0011532306671142578,0.00015395879745483398,-0.0009992718696594238,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,11,6.994407516825609,0.6384991288915134,3.8130090853348344,0.34807851466833833,81.97361067309305,86.6750863091425,4.701475636049452,0.004610657691955566,0.0045375823974609375,-7.30752944946289e-05,0.0013920068740844727,0.0009413957595825195,-0.0004506111145019531,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,12,7.078621989755074,0.6461868233068262,3.8131708347821345,0.3480932803051633,75.62250795882082,80.43020143248762,4.807693473666802,0.01463860273361206,0.0002751350402832031,-0.014363467693328857,0.0022906064987182617,0.0013087987899780273,-0.0009818077087402344,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,13,7.8886559996179875,0.7201324732315395,4.036809291206771,0.3685085848567315,61.419713045322005,63.46524613307628,2.045533087754272,0.002271294593811035,0.0007998347282409668,-0.0014714598655700684,0.000868678092956543,6.818771362304688e-05,-0.0008004903793334961,,,,,extension56,same_receiving_gpu
reach-wall,14,fixed_rank4,14,8.996413124596346,0.8212564008294923,4.0060954949369165,0.3657048116827954,45.4170749640793,55.54042569572077,10.123350731641473,0.004411578178405762,0.0006654858589172363,-0.0037460923194885254,0.00046890974044799805,0.0008227229118347168,0.00035381317138671875,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.003446340560913086,0.004136085510253906,0.0006897449493408203,0.0011985301971435547,0.0012028217315673828,4.291534423828125e-06,True,10.0,0.00026490290959676105,0.0004946318130977979,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,161.57769984595672,161.57769984595672,0.0,0.01817774772644043,0.018276691436767578,9.894371032714844e-05,0.010559797286987305,0.010654687881469727,9.489059448242188e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,153.94284685160736,153.94284685160736,0.0,0.12157678604125977,0.12169504165649414,0.000118255615234375,0.0007894039154052734,0.0010035037994384766,0.00021409988403320312,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,146.08459846983766,146.08459846983766,0.0,0.020494937896728516,0.02072763442993164,0.000232696533203125,0.01765000820159912,0.01766383647918701,1.3828277587890625e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,4,0.0,0.0,0.0,0.0,137.90372214222222,137.90372214222222,0.0,0.00029277801513671875,6.151199340820312e-05,-0.00023126602172851562,0.004298210144042969,0.00423121452331543,-6.699562072753906e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,5,0.0,0.0,0.0,0.0,129.21729303139574,129.21729303139574,0.0,0.004040241241455078,0.003917098045349121,-0.00012314319610595703,0.0002435445785522461,0.00017595291137695312,-6.759166717529297e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,6,0.0,0.0,0.0,0.0,122.94293133655549,122.94293133655549,0.0,0.0057305097579956055,0.005627274513244629,-0.00010323524475097656,0.0006514787673950195,0.0006368160247802734,-1.4662742614746094e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,7,1.07096791459968e-06,9.776554753175183e-08,4.955616339539257e-07,4.5238380925113854e-08,115.22230068078684,115.2223012656778,5.848909552241821e-07,0.006187319755554199,0.0062711238861083984,8.380413055419922e-05,0.0016661882400512695,0.001523733139038086,-0.0001424551010131836,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,8,1.2459224387933256e-06,1.1373663743815901e-07,7.180442692730879e-07,6.554817392803065e-08,105.92474740802159,105.92474792371112,5.156895355185043e-07,0.018629789352416992,0.0186120867729187,-1.7702579498291016e-05,0.0004916191101074219,0.0005806684494018555,8.90493392944336e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,9,1.4248638845715784e-06,1.3007168182571512e-07,7.384724434235016e-07,6.74130025598349e-08,98.69814827145497,98.6981489843012,7.128462300443061e-07,0.03943586349487305,0.039718568325042725,0.00028270483016967773,0.0065538883209228516,0.006560564041137695,6.67572021484375e-06,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,10,1.4791654378116749e-06,1.350287127619099e-07,7.780061651591428e-07,7.102192108929206e-08,91.63902810412952,91.63902813623088,3.210135446352069e-08,0.00016880035400390625,0.00018453598022460938,1.5735626220703125e-05,0.0011532306671142578,0.0011683106422424316,1.5079975128173828e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,11,1.7125885176770056e-06,1.563372271426718e-07,1.1310413255599181e-06,1.0324947457995192e-07,81.97361067309305,81.97361217454448,1.501451436070056e-06,0.004610657691955566,0.004446566104888916,-0.0001640915870666504,0.0013920068740844727,0.0014707446098327637,7.873773574829102e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,12,2.244540346602541e-06,2.0489756317744598e-07,1.5319234411199065e-06,1.3984483751205168e-07,75.62250795882082,75.62251041606731,2.4572464951688744e-06,0.01463860273361206,0.014749407768249512,0.00011080503463745117,0.0022906064987182617,0.0022649765014648438,-2.562999725341797e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,13,2.645727947651027e-06,2.4152081299171913e-07,1.421925544096894e-06,1.2980344926577927e-07,61.419713045322005,61.419717660248025,4.614926019996801e-06,0.002271294593811035,0.002162754535675049,-0.00010854005813598633,0.000868678092956543,0.0008577704429626465,-1.0907649993896484e-05,,,,,extension56,same_receiving_gpu
reach-wall,14,matched_random_fixed_rank4,14,3.108350168801883e-06,2.837522506796304e-07,1.4988461427965034e-06,1.3682530710654238e-07,45.4170749640793,45.41708047842007,5.514340770673698e-06,0.004411578178405762,0.00441741943359375,5.841255187988281e-06,0.00046890974044799805,0.0004151463508605957,-5.3763389587402344e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.039867401123046875,0.03985285758972168,-1.4543533325195312e-05,0.0015633106231689453,0.002104520797729492,0.0005412101745605469,True,10.0,0.0007609057426452636,0.0008144587379220432,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,1,0.0,0.0,0.0,0.0,166.4472086384814,166.4472086384814,0.0,0.09503257274627686,0.09580445289611816,0.0007718801498413086,0.0047495365142822266,0.005049228668212891,0.00029969215393066406,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,2,0.0,0.0,0.0,0.0,162.6821075684418,162.6821075684418,0.0,0.042374253273010254,0.041420817375183105,-0.0009534358978271484,0.006152629852294922,0.0057125091552734375,-0.0004401206970214844,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,3,0.0,0.0,0.0,0.0,158.86147150336973,158.86147150336973,0.0,0.035688161849975586,0.03648674488067627,0.0007985830307006836,0.0054895877838134766,0.005309104919433594,-0.0001804828643798828,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,4,0.0,0.0,0.0,0.0,152.74669221536016,152.74669221536016,0.0,0.04409921169281006,0.043890416622161865,-0.00020879507064819336,0.0006213188171386719,0.0005184412002563477,-0.00010287761688232422,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,5,1.5383211382344815,0.14042886468300805,1.1969202589556769,0.10926337089415816,147.97946108265,149.04472630474692,1.0652652220969117,0.020139753818511963,0.016951680183410645,-0.0031880736351013184,0.0051767826080322266,0.001467287540435791,-0.0037094950675964355,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,6,2.9291078330751605,0.26738973892339035,2.3501659294023014,0.21453981556895568,140.00390770545243,142.64660518627826,2.642697480825831,0.002669811248779297,0.005001485347747803,0.002331674098968506,0.0006676316261291504,0.001648247241973877,0.0009806156158447266,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,7,5.089893674019482,0.46464159676055283,3.6896448937525856,0.33681695624867386,130.05849035829596,134.71916114782772,4.660670789531764,0.013551652431488037,0.04848432540893555,0.03493267297744751,0.0007669329643249512,0.00547415018081665,0.004707217216491699,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,8,6.180128853758652,0.56416599691536,4.862523150465907,0.4438856026502107,117.85380769945368,125.26040866299712,7.40660096354344,0.03788849711418152,0.0016453862190246582,-0.03624311089515686,0.00472027063369751,0.0019109845161437988,-0.002809286117553711,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,9,7.822172291357965,0.7140633687781051,5.2929695218827355,0.48317980055375137,100.70574807834569,113.33571781555453,12.629969737208839,0.010556429624557495,0.005003452301025391,-0.0055529773235321045,0.001669168472290039,0.0022687911987304688,0.0005996227264404297,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,10,10.041070890944141,0.9166201714131003,6.912971526626399,0.6310650740873673,82.75755296568113,99.64252531795466,16.884972352273536,0.013661623001098633,0.01096409559249878,-0.0026975274085998535,0.00032898783683776855,0.00397801399230957,0.0036490261554718018,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,11,12.410237808451129,1.1328945319486934,6.025273354611873,0.5500296885759577,76.34572760489925,86.32401389619125,9.978286291291994,0.0017895698547363281,0.006409764289855957,0.004620194435119629,0.0008002519607543945,0.00014287233352661133,-0.0006573796272277832,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,12,13.048334057872324,1.1911444835599319,5.536034309097543,0.5053684783692085,67.32445417794648,72.66095714115626,5.336502963209782,0.0018972158432006836,0.0031426548957824707,0.0012454390525817871,0.00036960840225219727,0.0011327564716339111,0.0007631480693817139,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,13,14.177378162684947,1.2942116376639485,5.112385127576935,0.4666947761713024,53.31446165073013,64.7758301050402,11.461368454310069,0.0019004344940185547,0.007449299097061157,0.0055488646030426025,0.0008418560028076172,0.00017568469047546387,-0.0006661713123321533,,,,,extension56,same_receiving_gpu
reach-wall,15,fixed_rank4,14,15.009278188286792,1.370153372599158,4.81487609267997,0.4395360412588591,36.809687407329974,46.77451190612514,9.964824498795167,5.3316354751586914e-05,0.0008411705493927002,0.0007878541946411133,0.0006385147571563721,1.2427568435668945e-05,-0.0006260871887207031,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.039867401123046875,0.03932452201843262,-0.0005428791046142578,0.0015633106231689453,0.0020751953125,0.0005118846893310547,True,10.0,0.0005914409955342611,0.0006623817716107944,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,1,0.0,0.0,0.0,0.0,166.4472086384814,166.4472086384814,0.0,0.09503257274627686,0.0955662727355957,0.0005336999893188477,0.0047495365142822266,0.004712581634521484,-3.695487976074219e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,2,0.0,0.0,0.0,0.0,162.6821075684418,162.6821075684418,0.0,0.042374253273010254,0.04222273826599121,-0.00015151500701904297,0.006152629852294922,0.006193637847900391,4.100799560546875e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,3,0.0,0.0,0.0,0.0,158.86147150336973,158.86147150336973,0.0,0.035688161849975586,0.035823047161102295,0.00013488531112670898,0.0054895877838134766,0.005758166313171387,0.00026857852935791016,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,4,0.0,0.0,0.0,0.0,152.74669221536016,152.74669221536016,0.0,0.04409921169281006,0.04408371448516846,-1.5497207641601562e-05,0.0006213188171386719,0.0005461573600769043,-7.516145706176758e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,5,0.0,0.0,0.0,0.0,147.97946108265,147.97946108265,0.0,0.020139753818511963,0.02030724287033081,0.00016748905181884766,0.0051767826080322266,0.005063533782958984,-0.00011324882507324219,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,6,0.0,0.0,0.0,0.0,140.00390770545243,140.00390770545243,0.0,0.002669811248779297,0.0029889941215515137,0.0003191828727722168,0.0006676316261291504,0.0007234811782836914,5.5849552154541016e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,7,1.3582400254212064e-06,1.2398978340493084e-07,4.52465607246428e-07,4.130426993069026e-08,130.05849035829598,130.0584900227135,-3.355824844675226e-07,0.013551652431488037,0.01324993371963501,-0.00030171871185302734,0.0007669329643249512,0.0007398724555969238,-2.7060508728027344e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,8,1.6989300919319132e-06,1.550903891625724e-07,9.590144699635558e-07,8.754564302881667e-08,117.8538076994537,117.8538064831083,-1.2163453959601611e-06,0.03788849711418152,0.037936776876449585,4.8279762268066406e-05,0.00472027063369751,0.004628479480743408,-9.179115295410156e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,9,1.892478007477872e-06,1.7275881571301016e-07,9.2926393912249e-07,8.482980355558253e-08,100.70574807834569,100.70574608341846,-1.994927231407928e-06,0.010556429624557495,0.010504305362701416,-5.21242618560791e-05,0.001669168472290039,0.0017992258071899414,0.00013005733489990234,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,10,2.0847950704425608e-06,1.9031488130949373e-07,9.094897825137855e-07,8.302467828387798e-08,82.75755296568111,82.75755029376015,-2.6719209671455246e-06,0.013661623001098633,0.01388445496559143,0.00022283196449279785,0.00032898783683776855,0.00031822919845581055,-1.0758638381958008e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,11,2.7300437757320264e-06,2.492177598241676e-07,9.338226141467282e-07,8.524595174610098e-08,76.34572760489925,76.34572489126141,-2.713637840656702e-06,0.0017895698547363281,0.0018596053123474121,7.003545761108398e-05,0.0008002519607543945,0.0008392632007598877,3.9011240005493164e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,12,2.545235078531758e-06,2.3234711111087949e-07,1.076060919991432e-06,9.823047318817817e-08,67.32445417794648,67.32444971156755,-4.466378925371828e-06,0.0018972158432006836,0.0021050572395324707,0.0002078413963317871,0.00036960840225219727,0.0002799034118652344,-8.970499038696289e-05,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,13,2.79571371856481e-06,2.5521257799743264e-07,9.658780500624906e-07,8.817219930305503e-08,53.314461650730124,53.31445969204587,-1.958684251235354e-06,0.0019004344940185547,0.0020369887351989746,0.00013655424118041992,0.0008418560028076172,0.001052170991897583,0.00021031498908996582,,,,,extension56,same_receiving_gpu
reach-wall,15,matched_random_fixed_rank4,14,3.1424768233183996e-06,2.86867573761444e-07,1.1052880442318675e-06,1.0089853239442695e-07,36.809687407329974,36.809684293143,-3.1141869740736183e-06,5.3316354751586914e-05,0.00021600723266601562,0.0001626908779144287,0.0006385147571563721,0.0005463659763336182,-9.21487808227539e-05,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.019830703735351562,0.019572019577026367,-0.0002586841583251953,0.004866600036621094,0.004633665084838867,-0.00023293495178222656,True,10.0,0.000644385814666748,0.0007258088911185325,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,1,2.4087655124862355e-07,2.1988920115486716e-08,4.626564591008432e-07,4.2234563170833016e-08,161.9572723949703,161.95727212071017,-2.7426011683928664e-07,0.06881070137023926,0.06924223899841309,0.0004315376281738281,0.023988723754882812,0.0228499174118042,-0.0011388063430786133,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,2,5.511018707823292e-07,5.030848768512982e-08,6.703866648198362e-07,6.119764976207987e-08,155.33622716470174,155.33622659892612,-5.657756219079602e-07,0.06162703037261963,0.062674880027771,0.0010478496551513672,0.0026733875274658203,0.0024243593215942383,-0.00024902820587158203,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,3,6.986980332844005e-07,6.378211228572692e-08,7.991246985073044e-07,7.294977060532758e-08,148.79884102199927,148.79883971477778,-1.3072214812837046e-06,0.0001938343048095703,0.0006580352783203125,0.0004642009735107422,0.00555109977722168,0.006000161170959473,0.00044906139373779297,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,4,1.2174178019526248e-06,1.1113453200630159e-07,8.714313219316867e-07,7.955043205642187e-08,137.18336141441046,137.183360394768,-1.0196424682362704e-06,0.020182490348815918,0.02137923240661621,0.001196742057800293,0.004494071006774902,0.0044443607330322266,-4.971027374267578e-05,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,5,1.3235036349212866e-06,1.208187992977451e-07,1.0977413497396119e-06,1.0020961659309221e-07,127.9302244437292,127.93022260085279,-1.8428764150257848e-06,0.0035987496376037598,0.005447089672088623,0.0018483400344848633,0.001514434814453125,0.0020864009857177734,0.0005719661712646484,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,6,1.6443728452703106e-06,1.501100167172502e-07,1.0411636572816027e-06,9.504480352461862e-08,116.97958913525657,116.97958716026662,-1.9749899564658335e-06,0.001017153263092041,0.00041997432708740234,-0.0005971789360046387,0.0033867359161376953,0.002090156078338623,-0.0012965798377990723,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,7,1.911507764890783e-06,1.7449598694616056e-07,1.2227353908804092e-06,1.1161995924084945e-07,107.76332936915429,107.76332785182612,-1.5173281724401022e-06,0.025744915008544922,0.025660812854766846,-8.410215377807617e-05,0.004330933094024658,0.004634678363800049,0.0003037452697753906,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,8,2.612973326982083e-06,2.385307388912348e-07,1.336252854255002e-06,1.2198263846768794e-07,96.89303983228311,96.89303871505601,-1.1172271001669287e-06,0.0023572444915771484,0.0023160576820373535,-4.118680953979492e-05,0.0008169412612915039,0.0011237263679504395,0.00030678510665893555,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,9,2.5837803054770097e-06,2.3586579282455784e-07,1.6636831163240632e-06,1.5187279522519678e-07,79.123228836973,79.12322799536167,-8.416113246312307e-07,0.00018906593322753906,0.0005280971527099609,0.0003390312194824219,0.0002357959747314453,0.00036346912384033203,0.00012767314910888672,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,10,1.180628583796116,0.10777615123008517,1.1927152297374732,0.10887950600119509,62.164926518440225,62.94338891049125,0.7784623920510256,0.007899224758148193,0.0026516318321228027,-0.005247592926025391,0.00011646747589111328,0.00040471553802490234,0.00028824806213378906,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,11,1.8520044649365606,0.16906410367433997,1.3512654348729873,0.12335309330949387,43.70347161362791,43.288799908861606,-0.414671704766306,0.003720998764038086,0.00016701221466064453,-0.0035539865493774414,0.0002384781837463379,0.001022040843963623,0.0007835626602172852,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,12,2.6916665005709506,0.24571440994061694,1.9866554149860243,0.18135599746293873,21.487632151107647,28.16139210636968,6.673759955262032,0.0006893277168273926,0.0004188418388366699,-0.00027048587799072266,0.0009278655052185059,0.0009187459945678711,-9.119510650634766e-06,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,13,3.316360967968942,0.3027409518310429,2.5210473891042358,0.23013908725864896,6.057397569935913,13.435240567922955,7.377842997987043,1.6689300537109375e-05,0.00466996431350708,0.004653275012969971,0.0006649494171142578,4.279613494873047e-05,-0.0006221532821655273,,,,,extension56,same_receiving_gpu
reach-wall,16,fixed_rank4,14,3.8870968765577625,0.35484177374976006,2.4990971179364614,0.22813531081499142,-11.506547445770302,-2.1050133575411327,9.40153408822917,0.0029951930046081543,0.0036978721618652344,0.0007026791572570801,0.00025528669357299805,7.414817810058594e-05,-0.0001811385154724121,,,,,extension56,same_receiving_gpu
reach-wall,16,matched_random_fixed_rank4,0,0.0,0.0,0.0,0.0,170.27262398456074,170.27262398456074,0.0,0.019830703735351562,0.01940298080444336,-0.0004277229309082031,0.004866600036621094,0.004697561264038086,-0.0001690387725830078,True,10.0,0.0007197197278340658,0.0008164540616142442,extension56,same_receiving_gpu
reach-wall,16,matched_random_fixed_rank4,1,2.4087655124862355e-07,2.1988920115486716e-08,4.626564591008432e-07,4.2234563170833016e-08,161.9572723949703,161.95727212071017,-2.7426011683928664e-07,0.06881070137023926,0.0690239667892456,0.00021326541900634766,0.023988723754882812,0.02349853515625,-0.0004901885986328125,,,,,extension56,same_receiving_gpu
reach-wall,16,matched_random_fixed_rank4,2,5.511018707823292e-07,5.030848768512982e-08,6.703866648198362e-07,6.119764976207987e-08,155.33622716470174,155.33622659892612,-5.657756219079602e-07,0.06162703037261963,0.06196153163909912,0.0003345012664794922,0.0026733875274658203,0.0030412673950195312,0.00036787986755371094,,,,,extension56,same_receiving_gpu
reach-wall,16,matched_random_fixed_rank4,3,6.986980332844005e-07,6.378211228572692e-08,7.991246985073044e-07,7.294977060532758e-08,148.79884102199927,148.79883971477778,-1.3072214812837046e-06,0.0001938343048095703,3.933906555175781e-05,-0.0001544952392578125,0.00555109977722168,0.005359172821044922,-0.0001919269561767578,,,,,extension56,same_receiving_gpu
reach-wall,16,matched_random_fixed_rank4,4,1.2122085472518472e-06,1.1065899428840063e-07,1.0845138414459682e-06,9.9002115814423e-08,137.18336141441046,137.18336012740417,-1.287006284655945e-06,0.020182490348815918,0.020313620567321777,0.00013113021850585938,0.004494071006774902,0.004047513008117676,-0.00044655799865722656,,,,,extension56,same_receiving_gpu
