source_id,task,category,precision,arm,endpoint,lineage_weighted_mean,clip_weighted_mean,error_reduction_percent_vs_native,realized_energy_match_fraction
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h4,0.01401573124875531,0.01401573124875531,-1.2873598719421286,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h5,0.015892516727667456,0.015892516727667453,-1.4673908370808952,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_l1_h6,0.017734142266698373,0.01773414226669837,-1.145119648890458,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h1,0.0002275826288211528,0.00022758262882115275,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h2,0.0003022944126727948,0.00030229441267279485,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h3,0.0004351696140300265,0.0004351696140300265,-5.10581541206252,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h4,0.0005470697220957708,0.0005470697220957707,-2.6396189099297196,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h5,0.0007048944985151386,0.0007048944985151386,-2.950136830524741,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,proprio_mse_h6,0.0008782390617301589,0.0008782390617301589,-2.290871581165699,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h1,0.2438088998198509,0.24380889981985093,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h2,0.26015580035746094,0.260155800357461,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h3,0.2728795138686293,0.27287951386862935,-0.09269773713400653,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h4,0.28418418120103656,0.28418418120103656,-0.06115770843422297,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h5,0.2953984849305466,0.2953984849305466,-0.115065592687702,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_l1_h6,0.3063054716910678,0.30630547169106775,-0.12108763605576112,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h1,0.12173197127483558,0.1217319712748356,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h2,0.13744648757644679,0.13744648757644676,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h3,0.15190416938540607,0.1519041693854061,-0.129847796080651,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h4,0.1664126994859691,0.16641269948596907,-0.10909554539209054,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h5,0.1821913521322939,0.18219135213229393,-0.26493074617659484,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random,visual_mse_h6,0.19864955256232109,0.19864955256232109,-0.28572481678927897,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h1,0.00915005694289287,0.009150056942892872,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h2,0.010492816679955769,0.01049281667995577,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h3,0.01243766493415648,0.01243766493415648,-1.7397672016956411,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h4,0.013964703934728121,0.013964703934728121,-0.9186012372736974,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h5,0.015829491219483318,0.015829491219483315,-1.0649980643558266,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_l1_h6,0.01767883580060431,0.017678835800604312,-0.8296840870056332,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h1,0.0002275826288211528,0.00022758262882115275,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h2,0.0003022944126727948,0.00030229441267279485,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h3,0.00042890788465063613,0.0004289078846506362,-3.5934300085516124,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h4,0.0005430024066869247,0.0005430024066869248,-1.8765211059584619,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h5,0.0006992989347807709,0.0006992989347807709,-2.132902402804615,1.0
